iter	Passed	Remaining
465	752	862
466	753	860
467	755	858
468	756	856
469	757	854
470	758	852
471	760	850
472	761	848
473	762	846
474	764	844
475	765	842
476	767	840
477	768	838
478	769	837
479	770	835
480	772	833
481	773	831
482	774	829
483	776	827
484	777	825
485	779	823
486	780	821
487	781	820
488	782	817
489	784	816
490	785	814
491	786	812
492	788	810
493	789	808
494	790	806
495	792	804
496	793	803
497	795	801
498	796	799
499	797	797
500	799	795
501	800	794
502	801	792
503	803	790
504	805	789
505	806	787
506	807	785
507	809	783
508	810	781
509	811	780
510	813	778
511	814	776
512	815	774
513	817	772
514	818	770
515	819	769
516	821	767
517	823	765
518	824	763
519	825	762
520	826	760
521	828	758
522	829	756
523	830	754
524	831	752
525	833	750
526	834	749
527	836	747
528	837	745
529	838	743
530	840	741
531	841	740
532	842	738
533	843	736
534	845	734
535	846	733
536	848	731
537	849	729
538	851	728
539	852	726
540	854	724
541	855	722
542	856	721
543	858	719
544	860	718
545	861	716
546	862	714
547	864	712
548	865	711
549	866	709
550	868	707
551	870	706
552	872	704
553	873	703
554	874	701
555	876	699
556	877	698
557	879	696
558	880	694
559	881	692
560	883	691
561	884	689
562	886	687
563	887	685
564	888	684
565	890	682
566	891	680
567	893	679
568	895	678
569	897	676
570	898	675
571	899	673
572	901	671
573	902	670
574	904	668
575	905	666
576	907	665
577	908	663
578	909	661
579	911	659
580	912	658
581	914	656
582	915	654
583	917	653
584	919	652
585	921	650
586	922	649
587	924	647
588	925	645
589	926	644
590	928	642
591	930	641
592	932	639
593	934	638
594	935	636
595	937	635
596	939	633
597	940	632
598	943	631
599	945	630
600	947	628
601	948	627
602	950	625
603	952	624
604	955	623
605	957	622
606	959	621
607	961	619
608	963	618
609	964	616
610	966	615
611	967	613
612	968	611
613	970	610
614	971	608
615	973	606
616	974	605
617	976	603
618	978	602
619	979	600
620	980	598
621	982	597
622	983	595
623	985	593
624	986	591
625	987	590
626	989	588
627	991	587
628	992	585
629	993	583
630	995	581
631	996	580
632	998	578
633	999	577
634	1000	575
635	1002	573
636	1004	572
637	1005	570
638	1007	568
639	1008	567
640	1009	565
641	1011	563
642	1012	562
643	1013	560
644	1015	559
645	1017	557
646	1018	555
647	1019	553
648	1021	552
649	1022	550
650	1023	548
651	1024	547
652	1026	545
653	1027	543
654	1029	542
655	1030	540
656	1032	538
657	1033	537
658	1035	535
659	1036	533
660	1037	532
661	1039	530
662	1040	529
663	1042	527
664	1043	525
665	1045	524
666	1047	522
667	1048	521
668	1049	519
669	1051	517
670	1052	516
671	1054	514
672	1055	512
673	1056	511
674	1058	509
675	1059	507
676	1060	506
677	1062	504
678	1063	502
679	1064	501
680	1066	499
681	1067	497
682	1068	496
683	1070	494
684	1071	492
685	1073	491
686	1075	489
687	1076	488
688	1078	486
689	1079	484
690	1080	483
691	1082	481
692	1083	480
693	1085	478
694	1086	476
695	1088	475
696	1089	473
697	1090	471
698	1092	470
699	1093	468
700	1094	467
701	1096	465
702	1097	463
703	1099	462
704	1100	460
705	1102	458
706	1103	457
707	1104	455
708	1106	453
709	1107	452
710	1108	450
711	1110	449
712	1111	447
713	1112	445
714	1115	444
715	1116	442
716	1117	441
717	1119	439
718	1120	437
719	1121	436
720	1123	434
721	1124	433
722	1126	431
723	1128	430
724	1129	428
725	1131	426
726	1132	425
727	1133	423
728	1135	422
729	1136	420
730	1138	418
731	1139	417
732	1140	415
733	1142	413
734	1143	412
735	1144	410
736	1146	408
737	1147	407
738	1148	405
739	1150	404
740	1151	402
741	1152	400
742	1154	399
743	1155	397
744	1156	395
745	1158	394
746	1159	392
747	1160	391
748	1162	389
749	1163	387
750	1164	386
751	1166	384
752	1167	382
753	1168	381
754	1170	379
755	1172	378
756	1173	376
757	1175	375
758	1176	373
759	1177	371
760	1179	370
761	1180	368
762	1181	367
763	1183	365
764	1184	363
765	1186	362
766	1187	360
767	1188	359
768	1190	357
769	1191	355
770	1192	354
771	1194	352
772	1196	351
773	1197	349
774	1198	348
775	1200	346
776	1201	344
777	1202	343
778	1204	341
779	1206	340
780	1207	338
781	1209	337
782	1210	335
783	1212	333
784	1213	332
785	1214	330
786	1215	329
787	1217	327
788	1219	326
789	1220	324
790	1221	322
791	1223	321
792	1224	319
793	1226	318
794	1228	316
795	1229	315
796	1231	313
797	1233	312
798	1234	310
799	1236	309
800	1237	307
801	1239	305
802	1240	304
803	1241	302
804	1243	301
805	1244	299
806	1246	298
807	1247	296
808	1249	294
809	1250	293
810	1252	291
811	1253	290
812	1255	288
813	1256	287
814	1258	285
815	1259	284
816	1260	282
817	1262	280
818	1263	279
819	1265	277
820	1267	276
821	1268	274
822	1269	273
823	1271	271
824	1272	270
825	1274	268
826	1275	266
827	1277	265
828	1279	263
829	1281	262
830	1282	260
831	1283	259
832	1285	257
833	1286	256
834	1287	254
835	1289	252
836	1290	251
837	1292	249
838	1293	248
839	1294	246
840	1296	245
841	1297	243
842	1298	241
843	1300	240
844	1301	238
845	1303	237
846	1305	235
847	1306	234
848	1307	232
849	1309	231
850	1310	229
851	1311	227
852	1313	226
853	1314	224
854	1316	223
855	1317	221
856	1319	220
857	1320	218
858	1322	217
859	1323	215
860	1325	214
861	1327	212
862	1328	210
863	1330	209
864	1331	207
865	1333	206
866	1334	204
867	1336	203
868	1337	201
869	1339	200
870	1340	198
871	1342	197
872	1343	195
873	1344	193
874	1346	192
875	1348	190
876	1350	189
877	1352	187
878	1353	186
879	1355	184
880	1356	183
881	1358	181
882	1359	180
883	1361	178
884	1362	177
885	1364	175
886	1365	173
887	1367	172
888	1368	170
889	1369	169
890	1371	167
891	1372	166
892	1374	164
893	1375	163
894	1377	161
895	1378	159
896	1379	158
897	1381	156
898	1382	155
899	1383	153
900	1385	152
901	1386	150
902	1388	149
903	1389	147
904	1390	145
905	1392	144
906	1393	142
907	1394	141
908	1396	139
909	1397	138
910	1398	136
911	1400	135
912	1401	133
913	1402	132
914	1404	130
915	1405	128
916	1407	127
917	1408	125
918	1410	124
919	1411	122
920	1412	121
921	1413	119
922	1415	118
923	1416	116
924	1417	114
925	1419	113
926	1420	111
927	1422	110
928	1423	108
929	1424	107
930	1426	105
931	1427	104
932	1428	102
933	1430	101
934	1431	99
935	1432	97
936	1434	96
937	1435	94
938	1437	93
939	1438	91
940	1440	90
941	1441	88
942	1442	87
943	1444	85
944	1445	84
945	1447	82
946	1448	81
947	1449	79
948	1451	77
949	1452	76
950	1453	74
951	1455	73
952	1456	71
953	1458	70
954	1460	68
955	1461	67
956	1462	65
957	1464	64
958	1465	62
959	1467	61
960	1468	59
961	1471	58
962	1472	56
963	1474	55
964	1475	53
965	1477	52
966	1479	50
967	1480	48
968	1482	47
969	1484	45
970	1485	44
971	1487	42
972	1488	41
973	1489	39
974	1491	38
975	1492	36
976	1494	35
977	1495	33
978	1496	32
979	1498	30
980	1499	29
981	1501	27
982	1502	25
983	1503	24
984	1504	22
985	1506	21
986	1507	19
987	1508	18
988	1510	16
989	1511	15
990	1512	13
991	1513	12
992	1515	10
993	1516	9
994	1518	7
995	1520	6
996	1521	4
997	1522	3
998	1523	1
999	1524	0
